image,category,original,generated
generated/inpainting/13164_inpainting.png,0,0,1
original/inpainting/13165_original.png,0,1,0
generated/inpainting/13165_inpainting.png,0,0,1
original/inpainting/13166_original.png,0,1,0
generated/inpainting/13166_inpainting.png,0,0,1
original/inpainting/13168_original.png,0,1,0
generated/inpainting/13168_inpainting.png,0,0,1
original/inpainting/13170_original.png,0,1,0
generated/inpainting/13170_inpainting.png,0,0,1
original/inpainting/13172_original.png,0,1,0
generated/inpainting/13172_inpainting.png,0,0,1
original/inpainting/13173_original.png,0,1,0
generated/inpainting/13173_inpainting.png,0,0,1
original/inpainting/13174_original.png,0,1,0
generated/inpainting/13174_inpainting.png,0,0,1
original/inpainting/13177_original.png,0,1,0
generated/inpainting/13177_inpainting.png,0,0,1
original/inpainting/13178_original.png,0,1,0
generated/inpainting/13178_inpainting.png,0,0,1
original/inpainting/13180_original.png,0,1,0
generated/inpainting/13180_inpainting.png,0,0,1
original/inpainting/13181_original.png,0,1,0
generated/inpainting/13181_inpainting.png,0,0,1
original/inpainting/13184_original.png,0,1,0
generated/inpainting/13184_inpainting.png,0,0,1
original/inpainting/13185_original.png,0,1,0
generated/inpainting/13185_inpainting.png,0,0,1
original/inpainting/13186_original.png,0,1,0
generated/inpainting/13186_inpainting.png,0,0,1
original/inpainting/13189_original.png,0,1,0
generated/inpainting/13189_inpainting.png,0,0,1
original/inpainting/13190_original.png,0,1,0
generated/inpainting/13190_inpainting.png,0,0,1
original/inpainting/13191_original.png,0,1,0
generated/inpainting/13191_inpainting.png,0,0,1
original/inpainting/13192_original.png,0,1,0
generated/inpainting/13192_inpainting.png,0,0,1
original/inpainting/13195_original.png,0,1,0
generated/inpainting/13195_inpainting.png,0,0,1
original/inpainting/13196_original.png,0,1,0
generated/inpainting/13196_inpainting.png,0,0,1
original/inpainting/13198_original.png,0,1,0
generated/inpainting/13198_inpainting.png,0,0,1
original/inpainting/13199_original.png,0,1,0
generated/inpainting/13199_inpainting.png,0,0,1
original/inpainting/13202_original.png,0,1,0
generated/inpainting/13202_inpainting.png,0,0,1
original/inpainting/13205_original.png,0,1,0
generated/inpainting/13205_inpainting.png,0,0,1
original/inpainting/13206_original.png,0,1,0
generated/inpainting/13206_inpainting.png,0,0,1
original/inpainting/13207_original.png,0,1,0
generated/inpainting/13207_inpainting.png,0,0,1
original/inpainting/13215_original.png,0,1,0
generated/inpainting/13215_inpainting.png,0,0,1
original/inpainting/13219_original.png,0,1,0
generated/inpainting/13219_inpainting.png,0,0,1
original/inpainting/13220_original.png,0,1,0
generated/inpainting/13220_inpainting.png,0,0,1
original/inpainting/13221_original.png,0,1,0
generated/inpainting/13221_inpainting.png,0,0,1
original/inpainting/13223_original.png,0,1,0
generated/inpainting/13223_inpainting.png,0,0,1
original/inpainting/13224_original.png,0,1,0
generated/inpainting/13224_inpainting.png,0,0,1
original/inpainting/13227_original.png,0,1,0
generated/inpainting/13227_inpainting.png,0,0,1
original/inpainting/13230_original.png,0,1,0
generated/inpainting/13230_inpainting.png,0,0,1
original/inpainting/13231_original.png,0,1,0
generated/inpainting/13231_inpainting.png,0,0,1
original/inpainting/13232_original.png,0,1,0
generated/inpainting/13232_inpainting.png,0,0,1
original/inpainting/13233_original.png,0,1,0
generated/inpainting/13233_inpainting.png,0,0,1
original/inpainting/13238_original.png,0,1,0
generated/inpainting/13238_inpainting.png,0,0,1
original/inpainting/13241_original.png,0,1,0
generated/inpainting/13241_inpainting.png,0,0,1
original/inpainting/13243_original.png,0,1,0
generated/inpainting/13243_inpainting.png,0,0,1
original/inpainting/13244_original.png,0,1,0
generated/inpainting/13244_inpainting.png,0,0,1
original/inpainting/13246_original.png,0,1,0
generated/inpainting/13246_inpainting.png,0,0,1
original/inpainting/13247_original.png,0,1,0
generated/inpainting/13247_inpainting.png,0,0,1
original/inpainting/13248_original.png,0,1,0
generated/inpainting/13248_inpainting.png,0,0,1
original/inpainting/13250_original.png,0,1,0
generated/inpainting/13250_inpainting.png,0,0,1
original/inpainting/13251_original.png,0,1,0
generated/inpainting/13251_inpainting.png,0,0,1
original/inpainting/13253_original.png,0,1,0
generated/inpainting/13253_inpainting.png,0,0,1
original/inpainting/13254_original.png,0,1,0
generated/inpainting/13254_inpainting.png,0,0,1
original/inpainting/13259_original.png,0,1,0
generated/inpainting/13259_inpainting.png,0,0,1
original/inpainting/13266_original.png,0,1,0
generated/inpainting/13266_inpainting.png,0,0,1
original/inpainting/13269_original.png,0,1,0
generated/inpainting/13269_inpainting.png,0,0,1
original/inpainting/13270_original.png,0,1,0
generated/inpainting/13270_inpainting.png,0,0,1
original/inpainting/13275_original.png,0,1,0
generated/inpainting/13275_inpainting.png,0,0,1
original/inpainting/13277_original.png,0,1,0
generated/inpainting/13277_inpainting.png,0,0,1
original/inpainting/13279_original.png,0,1,0
generated/inpainting/13279_inpainting.png,0,0,1
original/inpainting/13280_original.png,0,1,0
generated/inpainting/13280_inpainting.png,0,0,1
original/inpainting/13287_original.png,0,1,0
generated/inpainting/13287_inpainting.png,0,0,1
original/inpainting/13289_original.png,0,1,0
generated/inpainting/13289_inpainting.png,0,0,1
original/inpainting/13292_original.png,0,1,0
generated/inpainting/13292_inpainting.png,0,0,1
original/inpainting/13293_original.png,0,1,0
generated/inpainting/13293_inpainting.png,0,0,1
original/inpainting/13294_original.png,0,1,0
generated/inpainting/13294_inpainting.png,0,0,1
original/inpainting/13295_original.png,0,1,0
generated/inpainting/13295_inpainting.png,0,0,1
original/inpainting/13298_original.png,0,1,0
generated/inpainting/13298_inpainting.png,0,0,1
original/inpainting/13300_original.png,0,1,0
generated/inpainting/13300_inpainting.png,0,0,1
original/inpainting/13301_original.png,0,1,0
generated/inpainting/13301_inpainting.png,0,0,1
original/inpainting/13303_original.png,0,1,0
generated/inpainting/13303_inpainting.png,0,0,1
original/inpainting/13304_original.png,0,1,0
generated/inpainting/13304_inpainting.png,0,0,1
original/inpainting/13307_original.png,0,1,0
generated/inpainting/13307_inpainting.png,0,0,1
original/inpainting/13308_original.png,0,1,0
generated/inpainting/13308_inpainting.png,0,0,1
original/inpainting/13309_original.png,0,1,0
generated/inpainting/13309_inpainting.png,0,0,1
original/inpainting/13310_original.png,0,1,0
generated/inpainting/13310_inpainting.png,0,0,1
original/inpainting/13311_original.png,0,1,0
generated/inpainting/13311_inpainting.png,0,0,1
original/inpainting/13312_original.png,0,1,0
generated/inpainting/13312_inpainting.png,0,0,1
original/inpainting/13314_original.png,0,1,0
generated/inpainting/13314_inpainting.png,0,0,1
original/inpainting/13315_original.png,0,1,0
generated/inpainting/13315_inpainting.png,0,0,1
original/inpainting/13319_original.png,0,1,0
generated/inpainting/13319_inpainting.png,0,0,1
original/inpainting/13321_original.png,0,1,0
generated/inpainting/13321_inpainting.png,0,0,1
original/inpainting/13322_original.png,0,1,0
generated/inpainting/13322_inpainting.png,0,0,1
original/inpainting/13323_original.png,0,1,0
generated/inpainting/13323_inpainting.png,0,0,1
original/inpainting/13326_original.png,0,1,0
generated/inpainting/13326_inpainting.png,0,0,1
original/inpainting/13327_original.png,0,1,0
generated/inpainting/13327_inpainting.png,0,0,1
original/inpainting/13331_original.png,0,1,0
generated/inpainting/13331_inpainting.png,0,0,1
original/inpainting/13333_original.png,0,1,0
generated/inpainting/13333_inpainting.png,0,0,1
original/inpainting/13335_original.png,0,1,0
generated/inpainting/13335_inpainting.png,0,0,1
original/inpainting/13336_original.png,0,1,0
generated/inpainting/13336_inpainting.png,0,0,1
original/inpainting/13337_original.png,0,1,0
generated/inpainting/13337_inpainting.png,0,0,1
original/inpainting/13338_original.png,0,1,0
generated/inpainting/13338_inpainting.png,0,0,1
original/inpainting/13339_original.png,0,1,0
generated/inpainting/13339_inpainting.png,0,0,1
original/inpainting/13342_original.png,0,1,0
generated/inpainting/13342_inpainting.png,0,0,1
original/inpainting/13343_original.png,0,1,0
generated/inpainting/13343_inpainting.png,0,0,1
original/inpainting/13346_original.png,0,1,0
generated/inpainting/13346_inpainting.png,0,0,1
original/inpainting/13349_original.png,0,1,0
generated/inpainting/13349_inpainting.png,0,0,1
original/inpainting/13351_original.png,0,1,0
generated/inpainting/13351_inpainting.png,0,0,1
original/inpainting/13353_original.png,0,1,0
generated/inpainting/13353_inpainting.png,0,0,1
original/inpainting/13355_original.png,0,1,0
generated/inpainting/13355_inpainting.png,0,0,1
original/inpainting/13357_original.png,0,1,0
generated/inpainting/13357_inpainting.png,0,0,1
original/inpainting/13358_original.png,0,1,0
generated/inpainting/13358_inpainting.png,0,0,1
original/inpainting/13359_original.png,0,1,0
generated/inpainting/13359_inpainting.png,0,0,1
original/inpainting/13361_original.png,0,1,0
generated/inpainting/13361_inpainting.png,0,0,1
original/inpainting/13362_original.png,0,1,0
generated/inpainting/13362_inpainting.png,0,0,1
original/inpainting/13363_original.png,0,1,0
generated/inpainting/13363_inpainting.png,0,0,1
original/inpainting/13364_original.png,0,1,0
generated/inpainting/13364_inpainting.png,0,0,1
original/inpainting/13368_original.png,0,1,0
generated/inpainting/13368_inpainting.png,0,0,1
original/inpainting/13369_original.png,0,1,0
generated/inpainting/13369_inpainting.png,0,0,1
original/inpainting/13373_original.png,0,1,0
generated/inpainting/13373_inpainting.png,0,0,1
original/inpainting/13376_original.png,0,1,0
generated/inpainting/13376_inpainting.png,0,0,1
original/inpainting/13378_original.png,0,1,0
generated/inpainting/13378_inpainting.png,0,0,1
original/inpainting/13379_original.png,0,1,0
generated/inpainting/13379_inpainting.png,0,0,1
original/inpainting/13382_original.png,0,1,0
generated/inpainting/13382_inpainting.png,0,0,1
original/inpainting/13383_original.png,0,1,0
generated/inpainting/13383_inpainting.png,0,0,1
original/inpainting/13384_original.png,0,1,0
generated/inpainting/13384_inpainting.png,0,0,1
original/inpainting/13387_original.png,0,1,0
generated/inpainting/13387_inpainting.png,0,0,1
original/inpainting/13389_original.png,0,1,0
generated/inpainting/13389_inpainting.png,0,0,1
original/inpainting/13391_original.png,0,1,0
generated/inpainting/13391_inpainting.png,0,0,1
original/inpainting/13392_original.png,0,1,0
generated/inpainting/13392_inpainting.png,0,0,1
original/inpainting/13398_original.png,0,1,0
generated/inpainting/13398_inpainting.png,0,0,1
original/inpainting/13400_original.png,0,1,0
generated/inpainting/13400_inpainting.png,0,0,1
original/inpainting/13406_original.png,0,1,0
generated/inpainting/13406_inpainting.png,0,0,1
original/inpainting/13409_original.png,0,1,0
generated/inpainting/13409_inpainting.png,0,0,1
original/inpainting/13410_original.png,0,1,0
generated/inpainting/13410_inpainting.png,0,0,1
original/inpainting/13416_original.png,0,1,0
generated/inpainting/13416_inpainting.png,0,0,1
original/inpainting/13418_original.png,0,1,0
generated/inpainting/13418_inpainting.png,0,0,1
original/inpainting/13419_original.png,0,1,0
generated/inpainting/13419_inpainting.png,0,0,1
original/inpainting/13422_original.png,0,1,0
generated/inpainting/13422_inpainting.png,0,0,1
original/inpainting/13423_original.png,0,1,0
generated/inpainting/13423_inpainting.png,0,0,1
original/inpainting/13425_original.png,0,1,0
generated/inpainting/13425_inpainting.png,0,0,1
original/inpainting/13428_original.png,0,1,0
generated/inpainting/13428_inpainting.png,0,0,1
original/inpainting/13429_original.png,0,1,0
generated/inpainting/13429_inpainting.png,0,0,1
original/inpainting/13432_original.png,0,1,0
generated/inpainting/13432_inpainting.png,0,0,1
original/inpainting/13435_original.png,0,1,0
generated/inpainting/13435_inpainting.png,0,0,1
original/inpainting/13437_original.png,0,1,0
generated/inpainting/13437_inpainting.png,0,0,1
original/inpainting/13439_original.png,0,1,0
generated/inpainting/13439_inpainting.png,0,0,1
original/inpainting/13440_original.png,0,1,0
generated/inpainting/13440_inpainting.png,0,0,1
original/inpainting/13441_original.png,0,1,0
generated/inpainting/13441_inpainting.png,0,0,1
original/inpainting/13442_original.png,0,1,0
generated/inpainting/13442_inpainting.png,0,0,1
original/inpainting/13447_original.png,0,1,0
generated/inpainting/13447_inpainting.png,0,0,1
original/inpainting/13449_original.png,0,1,0
generated/inpainting/13449_inpainting.png,0,0,1
original/inpainting/13454_original.png,0,1,0
generated/inpainting/13454_inpainting.png,0,0,1
original/inpainting/13455_original.png,0,1,0
generated/inpainting/13455_inpainting.png,0,0,1
original/inpainting/13456_original.png,0,1,0
generated/inpainting/13456_inpainting.png,0,0,1
original/inpainting/13457_original.png,0,1,0
generated/inpainting/13457_inpainting.png,0,0,1
original/inpainting/13461_original.png,0,1,0
generated/inpainting/13461_inpainting.png,0,0,1
original/inpainting/13463_original.png,0,1,0
generated/inpainting/13463_inpainting.png,0,0,1
original/inpainting/13466_original.png,0,1,0
generated/inpainting/13466_inpainting.png,0,0,1
original/inpainting/13468_original.png,0,1,0
generated/inpainting/13468_inpainting.png,0,0,1
original/inpainting/13469_original.png,0,1,0
generated/inpainting/13469_inpainting.png,0,0,1
original/inpainting/13471_original.png,0,1,0
generated/inpainting/13471_inpainting.png,0,0,1
original/inpainting/13476_original.png,0,1,0
generated/inpainting/13476_inpainting.png,0,0,1
original/inpainting/13477_original.png,0,1,0
generated/inpainting/13477_inpainting.png,0,0,1
original/inpainting/13480_original.png,0,1,0
generated/inpainting/13480_inpainting.png,0,0,1
original/inpainting/13482_original.png,0,1,0
generated/inpainting/13482_inpainting.png,0,0,1
original/inpainting/13483_original.png,0,1,0
generated/inpainting/13483_inpainting.png,0,0,1
original/inpainting/13484_original.png,0,1,0
generated/inpainting/13484_inpainting.png,0,0,1
original/inpainting/13485_original.png,0,1,0
generated/inpainting/13485_inpainting.png,0,0,1
original/inpainting/13489_original.png,0,1,0
generated/inpainting/13489_inpainting.png,0,0,1
original/inpainting/13491_original.png,0,1,0
generated/inpainting/13491_inpainting.png,0,0,1
original/inpainting/13495_original.png,0,1,0
generated/inpainting/13495_inpainting.png,0,0,1
original/inpainting/13500_original.png,0,1,0
generated/inpainting/13500_inpainting.png,0,0,1
original/inpainting/14000_original.png,0,1,0
generated/inpainting/14000_inpainting.png,0,0,1
original/inpainting/14001_original.png,0,1,0
generated/inpainting/14001_inpainting.png,0,0,1
original/inpainting/14002_original.png,0,1,0
generated/inpainting/14002_inpainting.png,0,0,1
original/inpainting/14004_original.png,0,1,0
generated/inpainting/14004_inpainting.png,0,0,1
original/inpainting/14005_original.png,0,1,0
generated/inpainting/14005_inpainting.png,0,0,1
original/inpainting/14007_original.png,0,1,0
generated/inpainting/14007_inpainting.png,0,0,1
original/inpainting/14008_original.png,0,1,0
generated/inpainting/14008_inpainting.png,0,0,1
original/inpainting/14010_original.png,0,1,0
generated/inpainting/14010_inpainting.png,0,0,1
original/inpainting/14012_original.png,0,1,0
generated/inpainting/14012_inpainting.png,0,0,1
original/inpainting/14016_original.png,0,1,0
generated/inpainting/14016_inpainting.png,0,0,1
original/inpainting/14017_original.png,0,1,0
generated/inpainting/14017_inpainting.png,0,0,1
original/inpainting/14021_original.png,0,1,0
generated/inpainting/14021_inpainting.png,0,0,1
original/inpainting/14022_original.png,0,1,0
generated/inpainting/14022_inpainting.png,0,0,1
original/inpainting/14025_original.png,0,1,0
generated/inpainting/14025_inpainting.png,0,0,1
original/inpainting/14029_original.png,0,1,0
generated/inpainting/14029_inpainting.png,0,0,1
original/inpainting/14030_original.png,0,1,0
generated/inpainting/14030_inpainting.png,0,0,1
original/inpainting/14032_original.png,0,1,0
generated/inpainting/14032_inpainting.png,0,0,1
original/inpainting/14034_original.png,0,1,0
generated/inpainting/14034_inpainting.png,0,0,1
original/inpainting/14035_original.png,0,1,0
generated/inpainting/14035_inpainting.png,0,0,1
original/inpainting/14036_original.png,0,1,0
generated/inpainting/14036_inpainting.png,0,0,1
original/inpainting/14039_original.png,0,1,0
generated/inpainting/14039_inpainting.png,0,0,1
original/inpainting/14040_original.png,0,1,0
generated/inpainting/14040_inpainting.png,0,0,1
original/inpainting/14044_original.png,0,1,0
generated/inpainting/14044_inpainting.png,0,0,1
original/inpainting/14051_original.png,0,1,0
generated/inpainting/14051_inpainting.png,0,0,1
original/inpainting/14052_original.png,0,1,0
generated/inpainting/14052_inpainting.png,0,0,1
original/inpainting/14053_original.png,0,1,0
generated/inpainting/14053_inpainting.png,0,0,1
original/inpainting/14055_original.png,0,1,0
generated/inpainting/14055_inpainting.png,0,0,1
original/inpainting/14056_original.png,0,1,0
generated/inpainting/14056_inpainting.png,0,0,1
original/inpainting/14058_original.png,0,1,0
generated/inpainting/14058_inpainting.png,0,0,1
original/inpainting/14059_original.png,0,1,0
generated/inpainting/14059_inpainting.png,0,0,1
original/inpainting/14062_original.png,0,1,0
generated/inpainting/14062_inpainting.png,0,0,1
original/inpainting/14063_original.png,0,1,0
generated/inpainting/14063_inpainting.png,0,0,1
original/inpainting/14065_original.png,0,1,0
generated/inpainting/14065_inpainting.png,0,0,1
original/inpainting/14068_original.png,0,1,0
generated/inpainting/14068_inpainting.png,0,0,1
original/inpainting/14070_original.png,0,1,0
generated/inpainting/14070_inpainting.png,0,0,1
original/inpainting/14071_original.png,0,1,0
generated/inpainting/14071_inpainting.png,0,0,1
original/inpainting/14072_original.png,0,1,0
generated/inpainting/14072_inpainting.png,0,0,1
original/inpainting/14074_original.png,0,1,0
generated/inpainting/14074_inpainting.png,0,0,1
original/inpainting/14075_original.png,0,1,0
generated/inpainting/14075_inpainting.png,0,0,1
original/inpainting/14078_original.png,0,1,0
generated/inpainting/14078_inpainting.png,0,0,1
original/inpainting/14079_original.png,0,1,0
generated/inpainting/14079_inpainting.png,0,0,1
original/inpainting/14080_original.png,0,1,0
generated/inpainting/14080_inpainting.png,0,0,1
original/inpainting/14084_original.png,0,1,0
generated/inpainting/14084_inpainting.png,0,0,1
original/inpainting/14087_original.png,0,1,0
generated/inpainting/14087_inpainting.png,0,0,1
original/inpainting/14089_original.png,0,1,0
generated/inpainting/14089_inpainting.png,0,0,1
original/inpainting/14091_original.png,0,1,0
generated/inpainting/14091_inpainting.png,0,0,1
original/inpainting/14092_original.png,0,1,0
generated/inpainting/14092_inpainting.png,0,0,1
original/inpainting/14093_original.png,0,1,0
generated/inpainting/14093_inpainting.png,0,0,1
original/inpainting/14095_original.png,0,1,0
generated/inpainting/14095_inpainting.png,0,0,1
original/inpainting/14099_original.png,0,1,0
generated/inpainting/14099_inpainting.png,0,0,1
original/inpainting/14100_original.png,0,1,0
generated/inpainting/14100_inpainting.png,0,0,1
original/inpainting/14103_original.png,0,1,0
generated/inpainting/14103_inpainting.png,0,0,1
original/inpainting/14108_original.png,0,1,0
generated/inpainting/14108_inpainting.png,0,0,1
original/inpainting/14109_original.png,0,1,0
generated/inpainting/14109_inpainting.png,0,0,1
original/inpainting/14110_original.png,0,1,0
generated/inpainting/14110_inpainting.png,0,0,1
original/inpainting/14112_original.png,0,1,0
generated/inpainting/14112_inpainting.png,0,0,1
original/inpainting/14116_original.png,0,1,0
generated/inpainting/14116_inpainting.png,0,0,1
original/inpainting/14117_original.png,0,1,0
generated/inpainting/14117_inpainting.png,0,0,1
original/inpainting/14121_original.png,0,1,0
generated/inpainting/14121_inpainting.png,0,0,1
original/inpainting/14123_original.png,0,1,0
generated/inpainting/14123_inpainting.png,0,0,1
original/inpainting/14126_original.png,0,1,0
generated/inpainting/14126_inpainting.png,0,0,1
original/inpainting/14128_original.png,0,1,0
generated/inpainting/14128_inpainting.png,0,0,1
original/inpainting/14129_original.png,0,1,0
generated/inpainting/14129_inpainting.png,0,0,1
original/inpainting/14131_original.png,0,1,0
generated/inpainting/14131_inpainting.png,0,0,1
original/inpainting/14136_original.png,0,1,0
generated/inpainting/14136_inpainting.png,0,0,1
original/inpainting/14141_original.png,0,1,0
generated/inpainting/14141_inpainting.png,0,0,1
original/inpainting/14145_original.png,0,1,0
generated/inpainting/14145_inpainting.png,0,0,1
original/inpainting/14146_original.png,0,1,0
generated/inpainting/14146_inpainting.png,0,0,1
original/inpainting/14147_original.png,0,1,0
generated/inpainting/14147_inpainting.png,0,0,1
original/inpainting/14149_original.png,0,1,0
generated/inpainting/14149_inpainting.png,0,0,1
original/inpainting/14150_original.png,0,1,0
generated/inpainting/14150_inpainting.png,0,0,1
original/inpainting/14152_original.png,0,1,0
generated/inpainting/14152_inpainting.png,0,0,1
original/inpainting/14153_original.png,0,1,0
generated/inpainting/14153_inpainting.png,0,0,1
original/inpainting/14154_original.png,0,1,0
generated/inpainting/14154_inpainting.png,0,0,1
original/inpainting/14155_original.png,0,1,0
generated/inpainting/14155_inpainting.png,0,0,1
original/inpainting/14160_original.png,0,1,0
generated/inpainting/14160_inpainting.png,0,0,1
original/inpainting/14162_original.png,0,1,0
generated/inpainting/14162_inpainting.png,0,0,1
original/inpainting/14163_original.png,0,1,0
generated/inpainting/14163_inpainting.png,0,0,1
original/inpainting/14164_original.png,0,1,0
generated/inpainting/14164_inpainting.png,0,0,1
original/inpainting/14165_original.png,0,1,0
generated/inpainting/14165_inpainting.png,0,0,1
original/inpainting/14169_original.png,0,1,0
generated/inpainting/14169_inpainting.png,0,0,1
original/inpainting/14171_original.png,0,1,0
generated/inpainting/14171_inpainting.png,0,0,1
original/inpainting/14172_original.png,0,1,0
generated/inpainting/14172_inpainting.png,0,0,1
original/inpainting/14173_original.png,0,1,0
generated/inpainting/14173_inpainting.png,0,0,1
original/inpainting/14174_original.png,0,1,0
generated/inpainting/14174_inpainting.png,0,0,1
original/inpainting/14176_original.png,0,1,0
generated/inpainting/14176_inpainting.png,0,0,1
original/inpainting/14177_original.png,0,1,0
generated/inpainting/14177_inpainting.png,0,0,1
original/inpainting/14182_original.png,0,1,0
generated/inpainting/14182_inpainting.png,0,0,1
original/inpainting/14183_original.png,0,1,0
generated/inpainting/14183_inpainting.png,0,0,1
original/inpainting/14184_original.png,0,1,0
generated/inpainting/14184_inpainting.png,0,0,1
original/inpainting/14185_original.png,0,1,0
generated/inpainting/14185_inpainting.png,0,0,1
original/inpainting/14186_original.png,0,1,0
generated/inpainting/14186_inpainting.png,0,0,1
original/inpainting/14189_original.png,0,1,0
generated/inpainting/14189_inpainting.png,0,0,1
original/inpainting/14191_original.png,0,1,0
generated/inpainting/14191_inpainting.png,0,0,1
original/inpainting/14193_original.png,0,1,0
generated/inpainting/14193_inpainting.png,0,0,1
original/inpainting/14196_original.png,0,1,0
generated/inpainting/14196_inpainting.png,0,0,1
original/inpainting/14197_original.png,0,1,0
generated/inpainting/14197_inpainting.png,0,0,1
original/inpainting/14201_original.png,0,1,0
generated/inpainting/14201_inpainting.png,0,0,1
original/inpainting/14203_original.png,0,1,0
generated/inpainting/14203_inpainting.png,0,0,1
original/inpainting/14204_original.png,0,1,0
generated/inpainting/14204_inpainting.png,0,0,1
original/inpainting/14206_original.png,0,1,0
generated/inpainting/14206_inpainting.png,0,0,1
original/inpainting/14207_original.png,0,1,0
generated/inpainting/14207_inpainting.png,0,0,1
original/inpainting/14212_original.png,0,1,0
generated/inpainting/14212_inpainting.png,0,0,1
original/inpainting/14215_original.png,0,1,0
generated/inpainting/14215_inpainting.png,0,0,1
original/inpainting/14222_original.png,0,1,0
generated/inpainting/14222_inpainting.png,0,0,1
original/inpainting/14225_original.png,0,1,0
generated/inpainting/14225_inpainting.png,0,0,1
original/inpainting/14226_original.png,0,1,0
generated/inpainting/14226_inpainting.png,0,0,1
original/inpainting/14228_original.png,0,1,0
generated/inpainting/14228_inpainting.png,0,0,1
original/inpainting/14229_original.png,0,1,0
generated/inpainting/14229_inpainting.png,0,0,1
original/inpainting/14234_original.png,0,1,0
generated/inpainting/14234_inpainting.png,0,0,1
original/inpainting/14237_original.png,0,1,0
generated/inpainting/14237_inpainting.png,0,0,1
original/inpainting/14238_original.png,0,1,0
generated/inpainting/14238_inpainting.png,0,0,1
original/inpainting/14240_original.png,0,1,0
generated/inpainting/14240_inpainting.png,0,0,1
original/inpainting/14241_original.png,0,1,0
generated/inpainting/14241_inpainting.png,0,0,1
original/inpainting/14246_original.png,0,1,0
generated/inpainting/14246_inpainting.png,0,0,1
original/inpainting/14247_original.png,0,1,0
generated/inpainting/14247_inpainting.png,0,0,1
original/inpainting/14253_original.png,0,1,0
generated/inpainting/14253_inpainting.png,0,0,1
original/inpainting/14255_original.png,0,1,0
generated/inpainting/14255_inpainting.png,0,0,1
original/inpainting/14257_original.png,0,1,0
generated/inpainting/14257_inpainting.png,0,0,1
original/inpainting/14260_original.png,0,1,0
generated/inpainting/14260_inpainting.png,0,0,1
original/inpainting/14261_original.png,0,1,0
generated/inpainting/14261_inpainting.png,0,0,1
original/inpainting/14264_original.png,0,1,0
generated/inpainting/14264_inpainting.png,0,0,1
original/inpainting/14269_original.png,0,1,0
generated/inpainting/14269_inpainting.png,0,0,1
original/inpainting/14271_original.png,0,1,0
generated/inpainting/14271_inpainting.png,0,0,1
original/inpainting/14273_original.png,0,1,0
generated/inpainting/14273_inpainting.png,0,0,1
original/inpainting/14276_original.png,0,1,0
generated/inpainting/14276_inpainting.png,0,0,1
original/inpainting/14279_original.png,0,1,0
generated/inpainting/14279_inpainting.png,0,0,1
original/inpainting/14281_original.png,0,1,0
generated/inpainting/14281_inpainting.png,0,0,1
original/inpainting/14282_original.png,0,1,0
generated/inpainting/14282_inpainting.png,0,0,1
original/inpainting/14283_original.png,0,1,0
generated/inpainting/14283_inpainting.png,0,0,1
original/inpainting/14285_original.png,0,1,0
generated/inpainting/14285_inpainting.png,0,0,1
original/inpainting/14289_original.png,0,1,0
generated/inpainting/14289_inpainting.png,0,0,1
original/inpainting/14293_original.png,0,1,0
generated/inpainting/14293_inpainting.png,0,0,1
original/inpainting/14294_original.png,0,1,0
generated/inpainting/14294_inpainting.png,0,0,1
original/inpainting/14299_original.png,0,1,0
generated/inpainting/14299_inpainting.png,0,0,1
original/inpainting/14301_original.png,0,1,0
generated/inpainting/14301_inpainting.png,0,0,1
original/inpainting/14302_original.png,0,1,0
generated/inpainting/14302_inpainting.png,0,0,1
original/inpainting/14306_original.png,0,1,0
generated/inpainting/14306_inpainting.png,0,0,1
original/inpainting/14307_original.png,0,1,0
generated/inpainting/14307_inpainting.png,0,0,1
original/inpainting/14308_original.png,0,1,0
generated/inpainting/14308_inpainting.png,0,0,1
original/inpainting/14312_original.png,0,1,0
generated/inpainting/14312_inpainting.png,0,0,1
original/inpainting/14313_original.png,0,1,0
generated/inpainting/14313_inpainting.png,0,0,1
original/inpainting/14319_original.png,0,1,0
generated/inpainting/14319_inpainting.png,0,0,1
original/inpainting/14320_original.png,0,1,0
generated/inpainting/14320_inpainting.png,0,0,1
original/inpainting/14321_original.png,0,1,0
generated/inpainting/14321_inpainting.png,0,0,1
original/inpainting/14325_original.png,0,1,0
generated/inpainting/14325_inpainting.png,0,0,1
original/inpainting/14329_original.png,0,1,0
generated/inpainting/14329_inpainting.png,0,0,1
original/inpainting/14330_original.png,0,1,0
generated/inpainting/14330_inpainting.png,0,0,1
original/inpainting/14331_original.png,0,1,0
generated/inpainting/14331_inpainting.png,0,0,1
original/inpainting/14333_original.png,0,1,0
generated/inpainting/14333_inpainting.png,0,0,1
original/inpainting/14334_original.png,0,1,0
generated/inpainting/14334_inpainting.png,0,0,1
original/inpainting/14336_original.png,0,1,0
generated/inpainting/14336_inpainting.png,0,0,1
original/inpainting/14340_original.png,0,1,0
generated/inpainting/14340_inpainting.png,0,0,1
original/inpainting/14342_original.png,0,1,0
generated/inpainting/14342_inpainting.png,0,0,1
original/inpainting/14343_original.png,0,1,0
generated/inpainting/14343_inpainting.png,0,0,1
original/inpainting/14344_original.png,0,1,0
generated/inpainting/14344_inpainting.png,0,0,1
original/inpainting/14345_original.png,0,1,0
generated/inpainting/14345_inpainting.png,0,0,1
original/inpainting/14346_original.png,0,1,0
generated/inpainting/14346_inpainting.png,0,0,1
original/inpainting/14352_original.png,0,1,0
generated/inpainting/14352_inpainting.png,0,0,1
